Incident energy;xsec
1.06122E+05;1.12117E-03
1.06124E+05;1.12120E-03
1.06125E+05;1.12121E-03
1.06126E+05;1.12122E-03
1.06127E+05;1.12123E-03
1.06128E+05;1.12124E-03
1.06129E+05;1.12126E-03
1.06130E+05;1.12127E-03
1.06131E+05;1.12128E-03
1.06133E+05;1.12129E-03
1.06134E+05;1.12130E-03
1.06135E+05;1.12131E-03
1.06136E+05;1.12133E-03
1.06137E+05;1.12134E-03
1.06138E+05;1.12135E-03
1.06139E+05;1.12136E-03
1.06140E+05;1.12137E-03
1.06141E+05;1.12138E-03
1.06143E+05;1.12140E-03
1.06144E+05;1.12142E-03
1.06146E+05;1.12143E-03
1.06147E+05;1.12145E-03
1.06149E+05;1.12146E-03
1.06150E+05;1.12148E-03
1.06152E+05;1.12149E-03
1.06153E+05;1.12151E-03
1.06156E+05;1.12154E-03
1.06159E+05;1.12157E-03
1.06162E+05;1.12161E-03
1.06165E+05;1.12164E-03
1.06171E+05;1.12170E-03
1.06177E+05;1.12176E-03
1.06183E+05;1.12182E-03
1.06189E+05;1.12189E-03
1.06196E+05;1.12196E-03
1.06204E+05;1.12204E-03
1.06218E+05;1.12219E-03
1.06233E+05;1.12235E-03
1.06247E+05;1.12250E-03
1.06276E+05;1.12281E-03
1.06305E+05;1.12311E-03
1.06384E+05;1.12395E-03
1.06463E+05;1.12478E-03
1.06621E+05;1.12645E-03
1.06778E+05;1.12811E-03
1.06936E+05;1.12978E-03
1.07094E+05;1.13144E-03
1.07251E+05;1.13311E-03
1.07409E+05;1.13477E-03
1.07566E+05;1.13644E-03
1.07684E+05;1.13769E-03
1.07802E+05;1.13893E-03
1.07921E+05;1.14018E-03
1.07980E+05;1.14080E-03
1.08039E+05;1.14143E-03
1.08098E+05;1.14205E-03
1.08157E+05;1.14268E-03
1.08275E+05;1.14392E-03
1.08334E+05;1.14455E-03
1.08393E+05;1.14517E-03
1.08452E+05;1.14579E-03
1.08481E+05;1.14610E-03
1.08496E+05;1.14626E-03
1.08511E+05;1.14641E-03
1.08525E+05;1.14656E-03
1.08532E+05;1.14664E-03
1.08539E+05;1.14671E-03
1.08542E+05;1.14675E-03
1.08546E+05;1.14678E-03
1.08547E+05;1.14680E-03
1.08549E+05;1.14682E-03
1.08551E+05;1.14684E-03
1.08553E+05;1.14686E-03
1.08554E+05;1.14688E-03
1.08556E+05;1.14690E-03
1.08558E+05;1.14691E-03
1.08560E+05;1.14693E-03
1.08561E+05;1.14695E-03
1.08563E+05;1.14697E-03
1.08565E+05;1.14699E-03
1.08567E+05;1.14701E-03
1.08568E+05;1.14702E-03
1.08570E+05;1.14704E-03
1.08572E+05;1.14706E-03
1.08573E+05;1.14708E-03
1.08577E+05;1.14711E-03
1.08580E+05;1.14715E-03
1.08583E+05;1.14718E-03
1.08586E+05;1.14721E-03
1.08588E+05;1.14724E-03
1.08590E+05;1.14726E-03
1.08592E+05;1.14727E-03
1.08594E+05;1.14729E-03
1.08596E+05;1.14731E-03
1.08598E+05;1.14734E-03
1.08601E+05;1.14736E-03
1.08605E+05;1.14742E-03
1.08608E+05;1.14744E-03
1.08610E+05;1.14747E-03
1.08612E+05;1.14749E-03
1.08614E+05;1.14750E-03
1.08615E+05;1.14752E-03
1.08617E+05;1.14754E-03
1.08619E+05;1.14756E-03
1.08620E+05;1.14757E-03
1.08621E+05;1.14758E-03
1.08623E+05;1.14760E-03
1.08624E+05;1.14761E-03
1.08626E+05;1.14763E-03
1.08627E+05;1.14764E-03
1.08628E+05;1.14766E-03
1.08630E+05;1.14767E-03
1.08631E+05;1.14769E-03
1.08632E+05;1.14770E-03
1.08634E+05;1.14772E-03
1.08637E+05;1.14775E-03
1.08639E+05;1.14777E-03
1.08642E+05;1.14780E-03
1.08645E+05;1.14783E-03
1.08650E+05;1.14789E-03
1.08656E+05;1.14795E-03
1.08662E+05;1.14801E-03
1.08673E+05;1.14813E-03
1.08684E+05;1.14824E-03
1.08706E+05;1.14848E-03
1.08757E+05;1.14902E-03
1.08808E+05;1.14956E-03
1.08911E+05;1.15064E-03
1.09013E+05;1.15173E-03
1.09116E+05;1.15281E-03
1.09191E+05;1.15361E-03
1.09267E+05;1.15441E-03
1.09343E+05;1.15521E-03
1.09418E+05;1.15600E-03
1.09456E+05;1.15640E-03
1.09494E+05;1.15680E-03
1.09515E+05;1.15703E-03
1.09537E+05;1.15725E-03
1.09558E+05;1.15748E-03
1.09568E+05;1.15759E-03
1.09579E+05;1.15770E-03
1.09585E+05;1.15777E-03
1.09591E+05;1.15783E-03
1.09598E+05;1.15790E-03
1.09604E+05;1.15796E-03
1.09607E+05;1.15800E-03
1.09610E+05;1.15803E-03
1.09613E+05;1.15806E-03
1.09616E+05;1.15810E-03
1.09619E+05;1.15813E-03
1.09622E+05;1.15816E-03
1.09626E+05;1.15819E-03
1.09629E+05;1.15823E-03
1.09632E+05;1.15826E-03
1.09635E+05;1.15829E-03
1.09638E+05;1.15833E-03
1.09641E+05;1.15836E-03
1.09648E+05;1.15843E-03
1.09651E+05;1.15846E-03
1.09654E+05;1.15850E-03
1.09657E+05;1.15852E-03
1.09659E+05;1.15855E-03
1.09663E+05;1.15859E-03
1.09666E+05;1.15862E-03
1.09669E+05;1.15865E-03
1.09672E+05;1.15869E-03
1.09679E+05;1.15875E-03
1.09682E+05;1.15879E-03
1.09685E+05;1.15882E-03
1.09687E+05;1.15885E-03
1.09690E+05;1.15887E-03
1.09692E+05;1.15890E-03
1.09695E+05;1.15892E-03
1.09697E+05;1.15895E-03
1.09699E+05;1.15897E-03
1.09702E+05;1.15900E-03
1.09704E+05;1.15902E-03
1.09707E+05;1.15905E-03
1.09709E+05;1.15908E-03
1.09714E+05;1.15913E-03
1.09719E+05;1.15918E-03
1.09723E+05;1.15923E-03
1.09730E+05;1.15930E-03
1.09737E+05;1.15937E-03
1.09743E+05;1.15944E-03
1.09750E+05;1.15950E-03
1.09763E+05;1.15964E-03
1.09776E+05;1.15978E-03
1.09789E+05;1.15992E-03
1.09802E+05;1.16006E-03
1.09815E+05;1.16020E-03
1.09828E+05;1.16033E-03
1.09841E+05;1.16047E-03
1.09853E+05;1.16060E-03
1.09859E+05;1.16066E-03
1.09865E+05;1.16073E-03
1.09872E+05;1.16079E-03
1.09875E+05;1.16083E-03
1.09878E+05;1.16086E-03
1.09882E+05;1.16090E-03
1.09886E+05;1.16094E-03
1.09888E+05;1.16096E-03
1.09889E+05;1.16098E-03
1.09891E+05;1.16100E-03
1.09893E+05;1.16102E-03
1.09895E+05;1.16104E-03
1.09897E+05;1.16106E-03
1.09899E+05;1.16109E-03
1.09901E+05;1.16111E-03
1.09903E+05;1.16113E-03
1.09905E+05;1.16115E-03
1.09907E+05;1.16117E-03
1.09909E+05;1.16119E-03
1.09912E+05;1.16122E-03
1.09915E+05;1.16125E-03
1.09920E+05;1.16131E-03
1.09923E+05;1.16133E-03
1.09925E+05;1.16136E-03
1.09927E+05;1.16138E-03
1.09929E+05;1.16140E-03
1.09931E+05;1.16143E-03
1.09933E+05;1.16145E-03
1.09935E+05;1.16147E-03
1.09937E+05;1.16149E-03
1.09940E+05;1.16152E-03
1.09942E+05;1.16154E-03
1.09947E+05;1.16159E-03
1.09950E+05;1.16162E-03
1.09953E+05;1.16165E-03
1.09954E+05;1.16167E-03
1.09956E+05;1.16168E-03
1.09957E+05;1.16170E-03
1.09958E+05;1.16171E-03
1.09960E+05;1.16173E-03
1.09961E+05;1.16174E-03
1.09963E+05;1.16176E-03
1.09964E+05;1.16177E-03
1.09965E+05;1.16178E-03
1.09967E+05;1.16180E-03
1.09970E+05;1.16183E-03
1.09972E+05;1.16185E-03
1.09973E+05;1.16187E-03
1.09975E+05;1.16189E-03
1.09977E+05;1.16191E-03
1.09981E+05;1.16195E-03
1.09985E+05;1.16199E-03
1.09989E+05;1.16203E-03
1.09993E+05;1.16207E-03
1.10000E+05;1.16215E-03
1.10008E+05;1.16224E-03
1.10016E+05;1.16232E-03
1.10031E+05;1.16248E-03
1.10047E+05;1.16264E-03
1.10062E+05;1.16281E-03
1.10093E+05;1.16313E-03
1.10127E+05;1.16350E-03
1.10162E+05;1.16386E-03
1.10231E+05;1.16459E-03
1.10300E+05;1.16532E-03
1.10369E+05;1.16605E-03
1.10507E+05;1.16751E-03
1.10576E+05;1.16824E-03
1.10645E+05;1.16897E-03
1.10714E+05;1.16970E-03
1.10783E+05;1.17043E-03
1.10921E+05;1.17188E-03
1.11060E+05;1.17334E-03
1.11198E+05;1.17480E-03
1.11316E+05;1.17605E-03
1.11434E+05;1.17731E-03
1.11553E+05;1.17856E-03
1.11671E+05;1.17981E-03
1.11908E+05;1.18231E-03
1.12145E+05;1.18481E-03
1.12382E+05;1.18731E-03
1.12618E+05;1.18981E-03
1.12855E+05;1.19231E-03
1.13092E+05;1.19481E-03
1.13407E+05;1.19815E-03
1.13723E+05;1.20148E-03
1.14039E+05;1.20482E-03
1.14197E+05;1.20649E-03
1.14354E+05;1.20815E-03
1.14468E+05;1.20935E-03
1.14525E+05;1.20995E-03
1.14581E+05;1.21055E-03
1.14638E+05;1.21115E-03
1.14667E+05;1.21145E-03
1.14695E+05;1.21175E-03
1.14723E+05;1.21205E-03
1.14752E+05;1.21235E-03
1.14766E+05;1.21250E-03
1.14780E+05;1.21265E-03
1.14794E+05;1.21280E-03
1.14808E+05;1.21295E-03
1.14820E+05;1.21307E-03
1.14832E+05;1.21320E-03
1.14843E+05;1.21332E-03
1.14855E+05;1.21344E-03
1.14867E+05;1.21357E-03
1.14873E+05;1.21363E-03
1.14879E+05;1.21369E-03
1.14884E+05;1.21375E-03
1.14890E+05;1.21382E-03
1.14896E+05;1.21388E-03
1.14902E+05;1.21394E-03
1.14907E+05;1.21400E-03
1.14912E+05;1.21405E-03
1.14918E+05;1.21411E-03
1.14923E+05;1.21416E-03
1.14926E+05;1.21419E-03
1.14928E+05;1.21422E-03
1.14931E+05;1.21424E-03
1.14933E+05;1.21427E-03
1.14936E+05;1.21430E-03
1.14939E+05;1.21433E-03
1.14941E+05;1.21436E-03
1.14944E+05;1.21438E-03
1.14945E+05;1.21440E-03
1.14947E+05;1.21441E-03
1.14948E+05;1.21443E-03
1.14950E+05;1.21445E-03
1.14951E+05;1.21446E-03
1.14953E+05;1.21448E-03
1.14954E+05;1.21449E-03
1.14956E+05;1.21451E-03
1.14957E+05;1.21452E-03
1.14959E+05;1.21454E-03
1.14960E+05;1.21455E-03
1.14962E+05;1.21457E-03
1.14963E+05;1.21458E-03
1.14964E+05;1.21460E-03
1.14966E+05;1.21462E-03
1.14967E+05;1.21463E-03
1.14969E+05;1.21465E-03
1.14971E+05;1.21466E-03
1.14974E+05;1.21470E-03
1.14980E+05;1.21477E-03
1.14984E+05;1.21480E-03
1.14985E+05;1.21482E-03
1.14987E+05;1.21484E-03
1.14989E+05;1.21486E-03
1.14991E+05;1.21488E-03
1.14993E+05;1.21490E-03
1.14995E+05;1.21493E-03
1.14997E+05;1.21495E-03
1.14999E+05;1.21497E-03
1.15002E+05;1.21500E-03
1.15005E+05;1.21502E-03
1.15010E+05;1.21508E-03
1.15012E+05;1.21510E-03
1.15014E+05;1.21513E-03
1.15017E+05;1.21515E-03
1.15019E+05;1.21517E-03
1.15020E+05;1.21518E-03
1.15021E+05;1.21520E-03
1.15022E+05;1.21521E-03
1.15023E+05;1.21522E-03
1.15024E+05;1.21523E-03
1.15025E+05;1.21524E-03
1.15026E+05;1.21525E-03
1.15028E+05;1.21527E-03
1.15029E+05;1.21529E-03
1.15031E+05;1.21531E-03
1.15033E+05;1.21533E-03
1.15035E+05;1.21535E-03
1.15037E+05;1.21537E-03
1.15039E+05;1.21539E-03
1.15041E+05;1.21541E-03
1.15043E+05;1.21543E-03
1.15045E+05;1.21545E-03
1.15047E+05;1.21547E-03
1.15048E+05;1.21549E-03
1.15050E+05;1.21551E-03
1.15054E+05;1.21555E-03
1.15058E+05;1.21559E-03
1.15061E+05;1.21562E-03
1.15065E+05;1.21566E-03
1.15068E+05;1.21570E-03
1.15072E+05;1.21573E-03
1.15075E+05;1.21577E-03
1.15079E+05;1.21581E-03
1.15086E+05;1.21588E-03
1.15093E+05;1.21596E-03
1.15100E+05;1.21603E-03
1.15109E+05;1.21613E-03
1.15116E+05;1.21621E-03
1.15123E+05;1.21628E-03
1.15130E+05;1.21635E-03
1.15137E+05;1.21643E-03
1.15152E+05;1.21658E-03
1.15166E+05;1.21672E-03
1.15183E+05;1.21691E-03
1.15201E+05;1.21709E-03
1.15218E+05;1.21728E-03
1.15236E+05;1.21747E-03
1.15253E+05;1.21765E-03
1.15271E+05;1.21784E-03
1.15306E+05;1.21821E-03
1.15341E+05;1.21858E-03
1.15376E+05;1.21895E-03
1.15411E+05;1.21932E-03
1.15446E+05;1.21969E-03
1.15540E+05;1.22068E-03
1.15634E+05;1.22167E-03
1.15727E+05;1.22266E-03
1.15821E+05;1.22365E-03
1.16008E+05;1.22562E-03
1.16195E+05;1.22760E-03
1.16373E+05;1.22948E-03
1.16462E+05;1.23042E-03
1.16551E+05;1.23136E-03
1.16640E+05;1.23230E-03
1.16729E+05;1.23324E-03
1.16818E+05;1.23418E-03
1.16862E+05;1.23465E-03
1.16907E+05;1.23512E-03
1.16939E+05;1.23546E-03
1.16972E+05;1.23581E-03
1.17005E+05;1.23616E-03
1.17038E+05;1.23650E-03
1.17070E+05;1.23685E-03
1.17087E+05;1.23702E-03
1.17103E+05;1.23719E-03
1.17119E+05;1.23737E-03
1.17136E+05;1.23754E-03
1.17152E+05;1.23771E-03
1.17169E+05;1.23789E-03
1.17183E+05;1.23803E-03
1.17197E+05;1.23818E-03
1.17211E+05;1.23833E-03
1.17225E+05;1.23848E-03
1.17239E+05;1.23863E-03
1.17246E+05;1.23870E-03
1.17253E+05;1.23878E-03
1.17260E+05;1.23885E-03
1.17267E+05;1.23893E-03
1.17274E+05;1.23900E-03
1.17281E+05;1.23907E-03
1.17288E+05;1.23915E-03
1.17295E+05;1.23922E-03
1.17302E+05;1.23930E-03
1.17309E+05;1.23937E-03
1.17316E+05;1.23944E-03
1.17320E+05;1.23948E-03
1.17323E+05;1.23952E-03
1.17327E+05;1.23955E-03
1.17330E+05;1.23959E-03
1.17334E+05;1.23963E-03
1.17337E+05;1.23967E-03
1.17341E+05;1.23971E-03
1.17345E+05;1.23975E-03
1.17347E+05;1.23977E-03
1.17349E+05;1.23980E-03
1.17351E+05;1.23982E-03
1.17353E+05;1.23984E-03
1.17356E+05;1.23986E-03
1.17358E+05;1.23988E-03
1.17360E+05;1.23990E-03
1.17362E+05;1.23993E-03
1.17364E+05;1.23995E-03
1.17366E+05;1.23997E-03
1.17368E+05;1.23999E-03
1.17370E+05;1.24001E-03
1.17372E+05;1.24004E-03
1.17375E+05;1.24007E-03
1.17377E+05;1.24009E-03
1.17380E+05;1.24012E-03
1.17382E+05;1.24014E-03
1.17385E+05;1.24017E-03
1.17390E+05;1.24022E-03
1.17393E+05;1.24026E-03
1.17397E+05;1.24030E-03
1.17401E+05;1.24034E-03
1.17402E+05;1.24036E-03
1.17404E+05;1.24037E-03
1.17406E+05;1.24040E-03
1.17408E+05;1.24042E-03
1.17410E+05;1.24044E-03
1.17412E+05;1.24046E-03
1.17416E+05;1.24050E-03
1.17421E+05;1.24055E-03
1.17425E+05;1.24060E-03
1.17428E+05;1.24062E-03
1.17430E+05;1.24065E-03
1.17432E+05;1.24067E-03
1.17435E+05;1.24070E-03
1.17437E+05;1.24072E-03
1.17439E+05;1.24074E-03
1.17441E+05;1.24076E-03
1.17443E+05;1.24078E-03
1.17445E+05;1.24080E-03
1.17446E+05;1.24082E-03
1.17448E+05;1.24084E-03
1.17450E+05;1.24086E-03
1.17452E+05;1.24088E-03
1.17454E+05;1.24090E-03
1.17456E+05;1.24092E-03
1.17457E+05;1.24094E-03
1.17461E+05;1.24098E-03
1.17465E+05;1.24101E-03
1.17468E+05;1.24105E-03
1.17472E+05;1.24109E-03
1.17476E+05;1.24113E-03
1.17479E+05;1.24117E-03
1.17483E+05;1.24121E-03
1.17487E+05;1.24125E-03
1.17490E+05;1.24128E-03
1.17494E+05;1.24132E-03
1.17497E+05;1.24136E-03
1.17505E+05;1.24144E-03
1.17512E+05;1.24151E-03
1.17519E+05;1.24159E-03
1.17527E+05;1.24167E-03
1.17534E+05;1.24175E-03
1.17542E+05;1.24183E-03
1.17549E+05;1.24191E-03
1.17557E+05;1.24199E-03
1.17565E+05;1.24207E-03
1.17572E+05;1.24215E-03
1.17580E+05;1.24223E-03
1.17588E+05;1.24231E-03
1.17603E+05;1.24247E-03
1.17618E+05;1.24263E-03
1.17633E+05;1.24279E-03
1.17648E+05;1.24296E-03
1.17670E+05;1.24318E-03
1.17691E+05;1.24340E-03
1.17712E+05;1.24363E-03
1.17733E+05;1.24385E-03
1.17768E+05;1.24422E-03
1.17802E+05;1.24458E-03
1.17837E+05;1.24494E-03
1.17871E+05;1.24531E-03
1.17906E+05;1.24567E-03
1.17940E+05;1.24604E-03
1.17974E+05;1.24640E-03
1.18009E+05;1.24676E-03
1.18059E+05;1.24730E-03
1.18110E+05;1.24783E-03
1.18160E+05;1.24836E-03
1.18210E+05;1.24889E-03
1.18261E+05;1.24942E-03
1.18311E+05;1.24996E-03
1.18336E+05;1.25022E-03
1.18361E+05;1.25049E-03
1.18387E+05;1.25075E-03
1.18412E+05;1.25102E-03
1.18437E+05;1.25129E-03
1.18462E+05;1.25155E-03
1.18487E+05;1.25182E-03
1.18512E+05;1.25208E-03
1.18538E+05;1.25235E-03
1.18550E+05;1.25248E-03
1.18563E+05;1.25262E-03
1.18575E+05;1.25275E-03
1.18588E+05;1.25288E-03
1.18601E+05;1.25301E-03
1.18613E+05;1.25315E-03
1.18626E+05;1.25329E-03
1.18640E+05;1.25343E-03
1.18653E+05;1.25357E-03
1.18666E+05;1.25371E-03
1.18673E+05;1.25378E-03
1.18679E+05;1.25385E-03
1.18686E+05;1.25392E-03
1.18693E+05;1.25399E-03
1.18699E+05;1.25406E-03
1.18706E+05;1.25413E-03
1.18712E+05;1.25420E-03
1.18719E+05;1.25427E-03
1.18726E+05;1.25434E-03
1.18734E+05;1.25442E-03
1.18741E+05;1.25450E-03
1.18748E+05;1.25458E-03
1.18756E+05;1.25465E-03
1.18763E+05;1.25473E-03
1.18770E+05;1.25481E-03
1.18777E+05;1.25488E-03
1.18796E+05;1.25508E-03
1.18801E+05;1.25513E-03
1.18806E+05;1.25518E-03
1.18810E+05;1.25523E-03
1.18815E+05;1.25528E-03
1.18819E+05;1.25532E-03
1.18823E+05;1.25536E-03
1.18831E+05;1.25545E-03
1.18839E+05;1.25553E-03
1.18847E+05;1.25562E-03
1.18855E+05;1.25570E-03
1.18862E+05;1.25578E-03
1.18870E+05;1.25587E-03
1.18878E+05;1.25595E-03
1.18883E+05;1.25599E-03
1.18887E+05;1.25604E-03
1.18891E+05;1.25609E-03
1.18896E+05;1.25613E-03
1.18905E+05;1.25623E-03
1.18913E+05;1.25632E-03
1.18922E+05;1.25641E-03
1.18931E+05;1.25650E-03
1.18940E+05;1.25660E-03
1.18948E+05;1.25669E-03
1.18957E+05;1.25678E-03
1.18965E+05;1.25686E-03
1.18973E+05;1.25695E-03
1.18981E+05;1.25703E-03
1.18989E+05;1.25712E-03
1.18997E+05;1.25721E-03
1.19014E+05;1.25738E-03
1.19030E+05;1.25755E-03
1.19046E+05;1.25772E-03
1.19062E+05;1.25789E-03
1.19079E+05;1.25807E-03
1.19095E+05;1.25824E-03
1.19111E+05;1.25841E-03
1.19128E+05;1.25858E-03
1.19144E+05;1.25875E-03
1.19160E+05;1.25893E-03
1.19176E+05;1.25910E-03
1.19209E+05;1.25944E-03
1.19242E+05;1.25979E-03
1.19274E+05;1.26013E-03
1.19307E+05;1.26048E-03
1.19339E+05;1.26082E-03
1.19367E+05;1.26111E-03
1.19394E+05;1.26140E-03
1.19450E+05;1.26198E-03
1.19505E+05;1.26257E-03
1.19560E+05;1.26315E-03
1.19615E+05;1.26373E-03
1.19670E+05;1.26432E-03
1.19725E+05;1.26490E-03
1.19780E+05;1.26548E-03
1.19820E+05;1.26590E-03
1.19861E+05;1.26633E-03
1.19881E+05;1.26654E-03
1.19901E+05;1.26675E-03
1.19921E+05;1.26696E-03
1.19941E+05;1.26717E-03
1.19961E+05;1.26739E-03
1.19971E+05;1.26749E-03
1.19981E+05;1.26760E-03
1.19991E+05;1.26770E-03
1.20001E+05;1.26781E-03
1.20011E+05;1.26792E-03
1.20021E+05;1.26802E-03
1.20029E+05;1.26811E-03
1.20037E+05;1.26819E-03
1.20045E+05;1.26828E-03
1.20054E+05;1.26837E-03
1.20058E+05;1.26841E-03
1.20062E+05;1.26845E-03
1.20066E+05;1.26850E-03
1.20070E+05;1.26854E-03
1.20074E+05;1.26858E-03
1.20078E+05;1.26862E-03
1.20082E+05;1.26867E-03
1.20086E+05;1.26871E-03
1.20090E+05;1.26875E-03
1.20091E+05;1.26877E-03
1.20093E+05;1.26878E-03
1.20095E+05;1.26880E-03
1.20097E+05;1.26882E-03
1.20098E+05;1.26884E-03
1.20100E+05;1.26886E-03
1.20102E+05;1.26887E-03
1.20103E+05;1.26889E-03
1.20105E+05;1.26891E-03
1.20107E+05;1.26893E-03
1.20109E+05;1.26895E-03
1.20110E+05;1.26896E-03
1.20112E+05;1.26898E-03
1.20114E+05;1.26900E-03
1.20115E+05;1.26901E-03
1.20115E+05;1.26902E-03
1.20117E+05;1.26904E-03
1.20119E+05;1.26906E-03
1.20121E+05;1.26907E-03
1.20122E+05;1.26909E-03
1.20124E+05;1.26911E-03
1.20126E+05;1.26913E-03
1.20127E+05;1.26915E-03
1.20132E+05;1.26919E-03
1.20136E+05;1.26924E-03
1.20139E+05;1.26927E-03
1.20142E+05;1.26930E-03
1.20143E+05;1.26931E-03
1.20145E+05;1.26933E-03
1.20147E+05;1.26935E-03
1.20150E+05;1.26938E-03
1.20153E+05;1.26941E-03
1.20156E+05;1.26944E-03
1.20162E+05;1.26951E-03
1.20165E+05;1.26954E-03
1.20166E+05;1.26955E-03
1.20167E+05;1.26957E-03
1.20169E+05;1.26958E-03
1.20170E+05;1.26960E-03
1.20171E+05;1.26961E-03
1.20172E+05;1.26962E-03
1.20174E+05;1.26963E-03
1.20175E+05;1.26965E-03
1.20176E+05;1.26966E-03
1.20177E+05;1.26967E-03
1.20179E+05;1.26969E-03
1.20180E+05;1.26970E-03
1.20181E+05;1.26971E-03
1.20182E+05;1.26972E-03
1.20183E+05;1.26974E-03
1.20185E+05;1.26975E-03
1.20186E+05;1.26976E-03
1.20187E+05;1.26978E-03
1.20188E+05;1.26979E-03
1.20189E+05;1.26980E-03
1.20191E+05;1.26981E-03
1.20192E+05;1.26983E-03
1.20193E+05;1.26984E-03
1.20194E+05;1.26985E-03
1.20197E+05;1.26988E-03
1.20199E+05;1.26991E-03
1.20202E+05;1.26993E-03
1.20204E+05;1.26996E-03
1.20206E+05;1.26998E-03
1.20209E+05;1.27001E-03
1.20211E+05;1.27003E-03
1.20216E+05;1.27008E-03
1.20221E+05;1.27014E-03
1.20226E+05;1.27019E-03
1.20230E+05;1.27023E-03
1.20235E+05;1.27028E-03
1.20239E+05;1.27033E-03
1.20243E+05;1.27037E-03
1.20252E+05;1.27046E-03
1.20261E+05;1.27055E-03
1.20272E+05;1.27067E-03
1.20282E+05;1.27078E-03
1.20293E+05;1.27090E-03
1.20304E+05;1.27101E-03
1.20321E+05;1.27119E-03
1.20339E+05;1.27138E-03
1.20352E+05;1.27152E-03
1.20365E+05;1.27165E-03
1.20391E+05;1.27193E-03
1.20413E+05;1.27217E-03
1.20436E+05;1.27241E-03
1.20459E+05;1.27265E-03
1.20482E+05;1.27289E-03
1.20527E+05;1.27337E-03
1.20573E+05;1.27385E-03
1.20664E+05;1.27481E-03
1.20755E+05;1.27577E-03
1.20846E+05;1.27673E-03
1.20937E+05;1.27770E-03
1.21119E+05;1.27962E-03
1.21257E+05;1.28108E-03
1.21378E+05;1.28236E-03
1.21499E+05;1.28364E-03
1.21620E+05;1.28492E-03
1.21742E+05;1.28620E-03
1.21863E+05;1.28748E-03
1.21923E+05;1.28812E-03
1.21984E+05;1.28876E-03
1.22044E+05;1.28940E-03
1.22105E+05;1.29004E-03
1.22165E+05;1.29068E-03
1.22196E+05;1.29100E-03
1.22226E+05;1.29132E-03
1.22272E+05;1.29180E-03
1.22295E+05;1.29205E-03
1.22318E+05;1.29229E-03
1.22341E+05;1.29253E-03
1.22352E+05;1.29265E-03
1.22364E+05;1.29278E-03
1.22375E+05;1.29290E-03
1.22387E+05;1.29302E-03
1.22398E+05;1.29314E-03
1.22404E+05;1.29320E-03
1.22410E+05;1.29326E-03
1.22416E+05;1.29333E-03
1.22423E+05;1.29340E-03
1.22429E+05;1.29346E-03
1.22432E+05;1.29350E-03
1.22435E+05;1.29353E-03
1.22439E+05;1.29356E-03
1.22442E+05;1.29360E-03
1.22445E+05;1.29363E-03
1.22448E+05;1.29366E-03
1.22450E+05;1.29368E-03
1.22451E+05;1.29370E-03
1.22453E+05;1.29371E-03
1.22454E+05;1.29373E-03
1.22456E+05;1.29375E-03
1.22458E+05;1.29377E-03
1.22459E+05;1.29378E-03
1.22461E+05;1.29380E-03
1.22462E+05;1.29381E-03
1.22463E+05;1.29382E-03
1.22464E+05;1.29384E-03
1.22466E+05;1.29385E-03
1.22467E+05;1.29386E-03
1.22468E+05;1.29387E-03
1.22469E+05;1.29389E-03
1.22470E+05;1.29390E-03
1.22472E+05;1.29391E-03
1.22473E+05;1.29393E-03
1.22474E+05;1.29394E-03
1.22475E+05;1.29395E-03
1.22477E+05;1.29396E-03
1.22478E+05;1.29398E-03
1.22479E+05;1.29399E-03
1.22480E+05;1.29400E-03
1.22482E+05;1.29402E-03
1.22484E+05;1.29404E-03
1.22486E+05;1.29406E-03
1.22487E+05;1.29408E-03
1.22490E+05;1.29410E-03
1.22492E+05;1.29413E-03
1.22494E+05;1.29415E-03
1.22495E+05;1.29416E-03
1.22497E+05;1.29418E-03
1.22499E+05;1.29420E-03
1.22500E+05;1.29421E-03
1.22500E+05;1.29421E-03
1.22501E+05;1.29423E-03
1.22502E+05;1.29424E-03
1.22504E+05;1.29426E-03
1.22507E+05;1.29428E-03
1.22509E+05;1.29431E-03
1.22512E+05;1.29434E-03
1.22514E+05;1.29436E-03
1.22517E+05;1.29439E-03
1.22519E+05;1.29442E-03
1.22522E+05;1.29444E-03
1.22523E+05;1.29445E-03
1.22524E+05;1.29447E-03
1.22525E+05;1.29448E-03
1.22527E+05;1.29449E-03
1.22528E+05;1.29451E-03
1.22529E+05;1.29452E-03
1.22530E+05;1.29453E-03
1.22532E+05;1.29455E-03
1.22533E+05;1.29456E-03
1.22534E+05;1.29457E-03
1.22535E+05;1.29458E-03
1.22536E+05;1.29460E-03
1.22538E+05;1.29461E-03
1.22539E+05;1.29462E-03
1.22541E+05;1.29464E-03
1.22542E+05;1.29466E-03
1.22544E+05;1.29468E-03
1.22546E+05;1.29469E-03
1.22547E+05;1.29471E-03
1.22549E+05;1.29473E-03
1.22551E+05;1.29475E-03
1.22552E+05;1.29476E-03
1.22555E+05;1.29480E-03
1.22559E+05;1.29483E-03
1.22562E+05;1.29487E-03
1.22565E+05;1.29490E-03
1.22572E+05;1.29497E-03
1.22579E+05;1.29504E-03
1.22585E+05;1.29511E-03
1.22592E+05;1.29518E-03
1.22602E+05;1.29529E-03
1.22611E+05;1.29539E-03
1.22621E+05;1.29549E-03
1.22631E+05;1.29560E-03
1.22641E+05;1.29570E-03
1.22651E+05;1.29580E-03
1.22660E+05;1.29591E-03
1.22670E+05;1.29601E-03
1.22682E+05;1.29614E-03
1.22694E+05;1.29626E-03
