Incident energy [eV];Computed function [b]
3.618750E+05;1.479751E-05
3.618779E+05;1.479805E-05
3.618809E+05;1.479860E-05
3.618839E+05;1.479916E-05
3.618869E+05;1.479972E-05
3.618898E+05;1.480026E-05
3.618928E+05;1.480081E-05
3.618958E+05;1.480137E-05
3.618988E+05;1.480193E-05
3.619017E+05;1.480247E-05
3.619047E+05;1.480302E-05
3.619077E+05;1.480358E-05
3.619107E+05;1.480414E-05
3.619136E+05;1.480468E-05
3.619164E+05;1.480520E-05
3.619191E+05;1.480570E-05
3.619218E+05;1.480620E-05
3.619245E+05;1.480670E-05
3.619270E+05;1.480716E-05
3.619294E+05;1.480761E-05
3.619343E+05;1.480852E-05
3.619392E+05;1.480943E-05
3.619440E+05;1.481032E-05
3.619481E+05;1.481108E-05
3.619521E+05;1.481182E-05
3.619562E+05;1.481259E-05
3.619602E+05;1.481333E-05
3.619618E+05;1.481363E-05
3.619669E+05;1.481457E-05
3.619712E+05;1.481537E-05
3.619754E+05;1.481615E-05
3.619796E+05;1.481693E-05
3.619838E+05;1.481771E-05
3.619902E+05;1.481890E-05
3.619965E+05;1.482007E-05
3.619997E+05;1.482066E-05
3.620029E+05;1.482126E-05
3.620061E+05;1.482185E-05
3.620092E+05;1.482243E-05
3.620121E+05;1.482297E-05
3.620149E+05;1.482349E-05
3.620177E+05;1.482400E-05
3.620205E+05;1.482452E-05
3.620233E+05;1.482504E-05
3.620261E+05;1.482556E-05
3.620289E+05;1.482608E-05
3.620317E+05;1.482660E-05
3.620346E+05;1.482714E-05
3.620374E+05;1.482766E-05
3.620402E+05;1.482818E-05
3.620430E+05;1.482870E-05
3.620458E+05;1.482922E-05
3.620486E+05;1.482974E-05
3.620542E+05;1.483078E-05
3.620592E+05;1.483171E-05
3.620641E+05;1.483262E-05
3.620690E+05;1.483353E-05
3.620739E+05;1.483444E-05
3.620789E+05;1.483537E-05
3.620838E+05;1.483628E-05
3.620887E+05;1.483719E-05
3.620936E+05;1.483810E-05
3.621035E+05;1.483993E-05
3.621133E+05;1.484175E-05
3.621232E+05;1.484359E-05
3.621330E+05;1.484541E-05
3.621429E+05;1.484725E-05
3.621527E+05;1.484907E-05
3.621626E+05;1.485091E-05
3.621724E+05;1.485273E-05
3.621823E+05;1.485457E-05
3.621921E+05;1.485638E-05
3.622118E+05;1.486004E-05
3.622315E+05;1.486370E-05
3.622512E+05;1.486736E-05
3.622709E+05;1.487102E-05
3.622906E+05;1.487467E-05
3.623132E+05;1.487887E-05
3.623357E+05;1.488305E-05
3.623582E+05;1.488722E-05
3.623807E+05;1.489140E-05
3.624032E+05;1.489558E-05
3.624257E+05;1.489976E-05
3.624707E+05;1.490811E-05
3.625158E+05;1.491649E-05
3.625608E+05;1.492484E-05
3.626058E+05;1.493320E-05
3.626508E+05;1.494155E-05
3.627212E+05;1.495462E-05
3.627915E+05;1.496768E-05
3.628619E+05;1.498075E-05
3.629322E+05;1.499380E-05
3.630026E+05;1.500688E-05
3.630729E+05;1.501993E-05
3.632136E+05;1.504604E-05
3.633543E+05;1.507217E-05
3.634950E+05;1.509829E-05
3.636357E+05;1.512442E-05
3.637764E+05;1.515054E-05
3.640241E+05;1.519653E-05
3.642717E+05;1.524250E-05
3.645194E+05;1.528850E-05
3.647670E+05;1.533447E-05
3.650147E+05;1.538046E-05
3.652623E+05;1.542643E-05
3.653862E+05;1.544943E-05
3.655100E+05;1.547242E-05
3.656338E+05;1.549540E-05
3.657576E+05;1.551839E-05
3.658871E+05;1.554244E-05
3.660165E+05;1.556646E-05
3.661460E+05;1.559051E-05
3.662754E+05;1.561453E-05
3.664049E+05;1.563858E-05
3.664696E+05;1.565059E-05
3.665343E+05;1.566260E-05
3.665991E+05;1.567464E-05
3.666638E+05;1.568665E-05
3.667285E+05;1.569866E-05
3.667932E+05;1.571067E-05
3.668552E+05;1.572218E-05
3.669171E+05;1.573368E-05
3.669790E+05;1.574517E-05
3.670409E+05;1.575666E-05
3.671028E+05;1.576816E-05
3.671338E+05;1.577391E-05
3.671647E+05;1.577965E-05
3.671957E+05;1.578541E-05
3.672266E+05;1.579114E-05
3.672576E+05;1.579690E-05
3.672885E+05;1.580264E-05
3.673195E+05;1.580839E-05
3.673504E+05;1.581413E-05
3.673814E+05;1.581989E-05
3.674123E+05;1.582562E-05
3.674433E+05;1.583138E-05
3.674742E+05;1.583712E-05
3.674897E+05;1.583999E-05
3.675052E+05;1.584287E-05
3.675207E+05;1.584575E-05
3.675361E+05;1.584861E-05
3.675544E+05;1.585201E-05
3.675727E+05;1.585541E-05
3.675910E+05;1.585880E-05
3.676093E+05;1.586220E-05
3.676276E+05;1.586560E-05
3.676368E+05;1.586731E-05
3.676459E+05;1.586900E-05
3.676551E+05;1.587070E-05
3.676642E+05;1.587239E-05
3.676734E+05;1.587410E-05
3.676825E+05;1.587579E-05
3.676946E+05;1.587804E-05
3.677006E+05;1.587915E-05
3.677066E+05;1.588027E-05
3.677127E+05;1.588140E-05
3.677187E+05;1.588251E-05
3.677247E+05;1.588363E-05
3.677307E+05;1.588474E-05
3.677368E+05;1.588587E-05
3.677428E+05;1.588699E-05
3.677548E+05;1.588922E-05
3.677669E+05;1.589146E-05
3.677789E+05;1.589369E-05
3.677890E+05;1.589556E-05
3.677990E+05;1.589742E-05
3.678091E+05;1.589930E-05
3.678191E+05;1.590115E-05
3.678292E+05;1.590303E-05
3.678392E+05;1.590489E-05
3.678471E+05;1.590635E-05
3.678550E+05;1.590782E-05
3.678708E+05;1.591075E-05
3.678866E+05;1.591369E-05
3.679024E+05;1.591662E-05
3.679182E+05;1.591955E-05
3.679340E+05;1.592249E-05
3.679419E+05;1.592395E-05
3.679498E+05;1.592542E-05
3.679656E+05;1.592835E-05
3.679753E+05;1.593016E-05
3.679849E+05;1.593194E-05
3.679946E+05;1.593374E-05
3.680042E+05;1.593552E-05
3.680139E+05;1.593732E-05
3.680235E+05;1.593910E-05
3.680427E+05;1.594267E-05
3.680620E+05;1.594625E-05
3.680813E+05;1.594984E-05
3.681006E+05;1.595342E-05
3.681198E+05;1.595698E-05
3.681364E+05;1.596007E-05
3.681529E+05;1.596313E-05
3.681694E+05;1.596619E-05
3.681859E+05;1.596926E-05
3.682025E+05;1.597234E-05
3.682190E+05;1.597540E-05
3.682520E+05;1.598153E-05
3.682851E+05;1.598767E-05
3.683181E+05;1.599380E-05
3.683511E+05;1.599993E-05
3.683841E+05;1.600606E-05
3.684144E+05;1.601169E-05
3.684447E+05;1.601731E-05
3.684750E+05;1.602293E-05
3.685053E+05;1.602856E-05
3.685356E+05;1.603418E-05
3.685659E+05;1.603981E-05
3.686264E+05;1.605104E-05
3.686870E+05;1.606230E-05
3.687475E+05;1.607353E-05
3.688081E+05;1.608479E-05
3.688686E+05;1.609601E-05
3.689402E+05;1.610931E-05
3.690118E+05;1.612260E-05
3.690834E+05;1.613590E-05
3.691550E+05;1.614919E-05
3.692266E+05;1.616248E-05
3.692982E+05;1.617578E-05
3.693698E+05;1.618907E-05
3.694413E+05;1.620235E-05
3.695845E+05;1.622894E-05
3.697276E+05;1.625550E-05
3.698708E+05;1.628210E-05
3.700139E+05;1.630866E-05
3.701901E+05;1.634138E-05
3.703663E+05;1.637409E-05
3.705425E+05;1.640681E-05
3.707187E+05;1.643952E-05
3.708949E+05;1.647224E-05
3.710711E+05;1.650495E-05
3.714235E+05;1.657038E-05
3.717759E+05;1.663581E-05
3.721283E+05;1.670125E-05
3.724807E+05;1.676668E-05
3.728331E+05;1.683211E-05
3.737141E+05;1.699569E-05
3.745951E+05;1.715926E-05
3.754761E+05;1.732284E-05
3.763571E+05;1.748641E-05
3.776346E+05;1.772360E-05
3.789120E+05;1.796078E-05
3.801895E+05;1.819797E-05
3.814669E+05;1.843515E-05
3.821057E+05;1.855375E-05
3.827444E+05;1.867234E-05
3.833831E+05;1.879094E-05
3.840218E+05;1.890952E-05
3.846606E+05;1.902813E-05
3.852993E+05;1.914672E-05
3.859380E+05;1.926530E-05
3.862574E+05;1.932461E-05
3.865767E+05;1.938389E-05
3.868851E+05;1.944115E-05
3.871934E+05;1.949839E-05
3.875018E+05;1.955565E-05
3.876560E+05;1.958428E-05
3.878101E+05;1.961290E-05
3.879643E+05;1.964153E-05
3.881185E+05;1.967015E-05
3.882727E+05;1.969878E-05
3.884268E+05;1.972740E-05
3.885810E+05;1.975602E-05
3.887352E+05;1.978466E-05
3.888894E+05;1.981329E-05
3.890435E+05;1.984190E-05
3.891372E+05;1.985930E-05
3.892308E+05;1.987668E-05
3.893244E+05;1.989405E-05
3.894180E+05;1.991143E-05
3.895116E+05;1.992882E-05
3.895584E+05;1.993751E-05
3.896052E+05;1.994619E-05
3.896520E+05;1.995488E-05
3.896988E+05;1.996357E-05
3.897456E+05;1.997226E-05
3.897924E+05;1.998095E-05
3.898365E+05;1.998914E-05
3.898805E+05;1.999731E-05
3.899246E+05;2.000550E-05
3.899686E+05;2.001366E-05
3.900127E+05;2.002185E-05
3.900347E+05;2.002594E-05
3.900567E+05;2.003002E-05
3.900788E+05;2.003413E-05
3.901008E+05;2.003821E-05
3.901228E+05;2.004229E-05
3.901448E+05;2.004638E-05
3.901751E+05;2.005200E-05
3.901903E+05;2.005483E-05
3.902054E+05;2.005763E-05
3.902206E+05;2.006045E-05
3.902357E+05;2.006326E-05
3.902508E+05;2.006606E-05
3.902659E+05;2.006886E-05
3.902763E+05;2.007080E-05
3.902866E+05;2.007271E-05
3.902969E+05;2.007462E-05
3.903072E+05;2.007653E-05
3.903176E+05;2.007846E-05
3.903228E+05;2.007943E-05
3.903279E+05;2.008038E-05
3.903331E+05;2.008134E-05
3.903382E+05;2.008229E-05
3.903434E+05;2.008325E-05
3.903485E+05;2.008420E-05
3.903561E+05;2.008561E-05
3.903637E+05;2.008702E-05
3.903713E+05;2.008843E-05
3.903788E+05;2.008983E-05
3.903864E+05;2.009124E-05
3.903940E+05;2.009265E-05
3.904016E+05;2.009406E-05
3.904091E+05;2.009545E-05
3.904134E+05;2.009625E-05
3.904176E+05;2.009703E-05
3.904219E+05;2.009783E-05
3.904261E+05;2.009861E-05
3.904304E+05;2.009941E-05
3.904346E+05;2.010019E-05
3.904430E+05;2.010175E-05
3.904515E+05;2.010333E-05
3.904599E+05;2.010489E-05
3.904684E+05;2.010646E-05
3.904768E+05;2.010802E-05
3.904867E+05;2.010986E-05
3.904966E+05;2.011170E-05
3.905065E+05;2.011354E-05
3.905163E+05;2.011536E-05
3.905242E+05;2.011682E-05
3.905321E+05;2.011829E-05
3.905390E+05;2.011957E-05
3.905459E+05;2.012085E-05
3.905597E+05;2.012341E-05
3.905735E+05;2.012598E-05
3.905872E+05;2.012852E-05
3.906010E+05;2.013108E-05
3.906079E+05;2.013236E-05
3.906147E+05;2.013363E-05
3.906216E+05;2.013491E-05
3.906285E+05;2.013619E-05
3.906354E+05;2.013747E-05
3.906422E+05;2.013873E-05
3.906501E+05;2.014020E-05
3.906579E+05;2.014164E-05
3.906657E+05;2.014309E-05
3.906735E+05;2.014454E-05
3.906814E+05;2.014601E-05
3.906892E+05;2.014746E-05
3.907048E+05;2.015036E-05
3.907205E+05;2.015327E-05
3.907361E+05;2.015617E-05
3.907517E+05;2.015906E-05
3.907673E+05;2.016196E-05
3.907817E+05;2.016463E-05
3.907960E+05;2.016729E-05
3.908104E+05;2.016996E-05
3.908247E+05;2.017262E-05
3.908391E+05;2.017529E-05
3.908534E+05;2.017794E-05
3.908821E+05;2.018327E-05
3.909108E+05;2.018861E-05
3.909395E+05;2.019393E-05
3.909682E+05;2.019926E-05
3.909968E+05;2.020457E-05
3.910281E+05;2.021038E-05
3.910594E+05;2.021619E-05
3.910907E+05;2.022201E-05
3.911220E+05;2.022782E-05
3.911533E+05;2.023363E-05
3.911846E+05;2.023944E-05
3.912472E+05;2.025106E-05
3.913098E+05;2.026268E-05
3.913724E+05;2.027431E-05
3.914350E+05;2.028593E-05
3.914975E+05;2.029754E-05
3.915758E+05;2.031207E-05
3.916540E+05;2.032659E-05
3.917323E+05;2.034113E-05
3.918105E+05;2.035565E-05
3.918888E+05;2.037019E-05
3.919670E+05;2.038471E-05
3.921234E+05;2.041375E-05
3.922799E+05;2.044280E-05
3.924363E+05;2.047184E-05
3.925928E+05;2.050090E-05
3.927492E+05;2.052994E-05
3.929161E+05;2.056093E-05
3.932916E+05;2.063065E-05
3.936671E+05;2.070036E-05
3.940426E+05;2.077009E-05
3.942304E+05;2.080496E-05
3.944181E+05;2.083981E-05
3.946059E+05;2.087468E-05
3.947936E+05;2.090953E-05
3.949814E+05;2.094439E-05
3.951691E+05;2.097924E-05
3.953569E+05;2.101412E-05
3.955446E+05;2.104897E-05
3.957323E+05;2.108381E-05
3.959200E+05;2.111866E-05
3.960850E+05;2.114930E-05
3.962500E+05;2.117994E-05
3.964150E+05;2.121057E-05
3.965800E+05;2.124121E-05
3.969100E+05;2.130248E-05
3.972400E+05;2.136375E-05
3.975700E+05;2.142502E-05
3.979000E+05;2.148629E-05
3.982300E+05;2.154756E-05
3.985600E+05;2.160883E-05
3.988300E+05;2.165897E-05
3.991000E+05;2.170910E-05
3.993700E+05;2.175923E-05
3.996400E+05;2.180936E-05
4.000000E+05;2.188106E-05
4.008960E+05;2.251933E-05
4.013440E+05;2.284089E-05
4.017919E+05;2.316239E-05
4.022399E+05;2.348395E-05
4.026878E+05;2.380544E-05
4.031358E+05;2.412701E-05
4.035837E+05;2.444850E-05
4.039562E+05;2.471588E-05
4.043286E+05;2.498318E-05
4.047011E+05;2.525055E-05
4.050735E+05;2.551785E-05
4.054460E+05;2.578522E-05
4.058184E+05;2.605252E-05
4.065632E+05;2.658712E-05
4.073081E+05;2.712180E-05
4.080530E+05;2.765647E-05
4.087979E+05;2.819114E-05
4.095427E+05;2.872574E-05
4.102876E+05;2.926042E-05
4.110325E+05;2.979509E-05
4.117774E+05;3.032976E-05
4.125223E+05;3.086443E-05
4.131182E+05;3.129216E-05
4.137141E+05;3.171988E-05
4.143100E+05;3.214760E-05
4.149059E+05;3.257533E-05
4.155018E+05;3.300305E-05
4.157998E+05;3.321695E-05
4.160977E+05;3.343078E-05
4.163957E+05;3.364467E-05
4.166936E+05;3.385850E-05
4.169916E+05;3.407240E-05
4.172895E+05;3.428622E-05
4.174851E+05;3.442662E-05
4.176806E+05;3.456695E-05
4.178762E+05;3.470735E-05
4.180717E+05;3.484767E-05
4.181695E+05;3.491787E-05
4.182673E+05;3.498807E-05
4.183651E+05;3.505827E-05
4.184628E+05;3.512839E-05
4.185606E+05;3.519859E-05
4.186583E+05;3.526872E-05
4.187561E+05;3.533892E-05
4.188538E+05;3.540904E-05
4.189283E+05;3.546252E-05
4.190028E+05;3.551599E-05
4.190773E+05;3.556947E-05
4.191518E+05;3.562294E-05
4.192263E+05;3.567642E-05
4.193008E+05;3.572989E-05
4.193753E+05;3.578336E-05
4.194497E+05;3.583677E-05
4.195149E+05;3.588357E-05
4.195801E+05;3.593037E-05
4.196453E+05;3.597717E-05
4.197104E+05;3.602389E-05
4.197756E+05;3.607069E-05
4.198082E+05;3.609409E-05
4.198408E+05;3.611749E-05
4.198734E+05;3.614089E-05
4.199060E+05;3.616429E-05
4.199386E+05;3.618769E-05
4.199711E+05;3.621102E-05
4.200186E+05;3.624511E-05
4.200423E+05;3.626212E-05
4.200660E+05;3.627914E-05
4.200897E+05;3.629615E-05
4.201134E+05;3.631316E-05
4.201371E+05;3.633017E-05
4.201608E+05;3.634718E-05
4.201845E+05;3.636419E-05
4.202082E+05;3.638120E-05
4.202319E+05;3.639821E-05
4.202556E+05;3.641522E-05
4.202793E+05;3.643224E-05
4.203030E+05;3.644925E-05
4.203267E+05;3.646626E-05
4.203504E+05;3.648327E-05
4.203843E+05;3.650760E-05
4.204182E+05;3.653194E-05
4.204521E+05;3.655627E-05
4.204691E+05;3.656847E-05
4.204860E+05;3.658060E-05
4.205132E+05;3.660013E-05
4.205403E+05;3.661958E-05
4.205627E+05;3.663566E-05
4.205851E+05;3.665174E-05
4.206298E+05;3.668382E-05
4.206745E+05;3.671591E-05
4.207192E+05;3.674799E-05
4.207416E+05;3.676407E-05
4.207640E+05;3.678015E-05
4.207864E+05;3.679623E-05
4.208087E+05;3.681223E-05
4.208311E+05;3.682831E-05
4.208534E+05;3.684431E-05
4.208758E+05;3.686039E-05
4.208981E+05;3.687640E-05
4.209225E+05;3.689391E-05
4.209469E+05;3.691143E-05
4.209957E+05;3.694645E-05
4.210445E+05;3.698148E-05
4.210932E+05;3.701644E-05
4.211420E+05;3.705146E-05
4.211907E+05;3.708642E-05
4.212395E+05;3.712145E-05
4.212882E+05;3.715640E-05
4.213329E+05;3.718849E-05
4.213776E+05;3.722057E-05
4.214223E+05;3.725266E-05
4.214670E+05;3.728474E-05
4.215564E+05;3.734892E-05
4.216458E+05;3.741308E-05
4.217352E+05;3.747725E-05
4.218246E+05;3.754142E-05
4.219140E+05;3.760559E-05
4.220033E+05;3.766969E-05
4.221009E+05;3.773975E-05
4.221984E+05;3.780973E-05
4.222959E+05;3.787971E-05
4.223934E+05;3.794969E-05
4.224910E+05;3.801975E-05
4.225885E+05;3.808973E-05
4.227835E+05;3.822970E-05
4.229786E+05;3.836974E-05
4.231736E+05;3.850970E-05
4.233686E+05;3.864967E-05
4.235636E+05;3.878964E-05
4.238074E+05;3.896463E-05
4.240512E+05;3.913962E-05
4.242950E+05;3.931462E-05
4.245388E+05;3.948961E-05
4.247826E+05;3.966461E-05
4.250264E+05;3.983961E-05
4.252702E+05;4.001460E-05
4.255140E+05;4.018959E-05
4.260016E+05;4.053958E-05
4.264892E+05;4.088957E-05
4.269768E+05;4.123956E-05
4.274643E+05;4.158947E-05
4.279844E+05;4.196279E-05
4.285045E+05;4.233611E-05
4.291222E+05;4.277948E-05
4.297398E+05;4.322278E-05
4.303574E+05;4.366608E-05
4.309750E+05;4.410938E-05
4.315926E+05;4.455268E-05
4.322102E+05;4.499598E-05
4.328278E+05;4.543928E-05
4.331366E+05;4.566093E-05
4.334454E+05;4.588258E-05
4.337055E+05;4.606927E-05
4.339655E+05;4.625589E-05
4.342256E+05;4.644258E-05
4.344856E+05;4.662921E-05
4.347457E+05;4.681590E-05
4.348757E+05;4.690921E-05
4.350057E+05;4.700252E-05
4.351358E+05;4.709591E-05
4.352658E+05;4.718922E-05
4.353958E+05;4.728253E-05
4.355258E+05;4.737584E-05
4.356234E+05;4.744590E-05
4.357209E+05;4.751588E-05
4.358184E+05;4.758586E-05
4.359159E+05;4.765585E-05
4.360216E+05;4.773172E-05
4.361272E+05;4.780752E-05
4.362329E+05;4.788338E-05
4.363385E+05;4.795918E-05
4.364442E+05;4.803505E-05
4.365498E+05;4.811085E-05
4.366026E+05;4.814874E-05
4.366554E+05;4.818665E-05
4.367082E+05;4.822455E-05
4.367610E+05;4.826244E-05
4.368301E+05;4.831204E-05
4.368992E+05;4.836164E-05
4.369683E+05;4.841124E-05
4.370373E+05;4.846076E-05
4.370719E+05;4.848560E-05
4.371064E+05;4.851036E-05
4.371409E+05;4.853512E-05
4.371754E+05;4.855989E-05
4.372100E+05;4.858472E-05
4.372445E+05;4.860949E-05
4.372790E+05;4.863425E-05
4.373135E+05;4.865901E-05
4.373597E+05;4.869217E-05
4.374059E+05;4.872534E-05
4.374521E+05;4.875850E-05
4.374983E+05;4.879166E-05
4.375445E+05;4.882482E-05
4.375907E+05;4.885799E-05
4.376369E+05;4.889114E-05
4.376830E+05;4.892423E-05
4.377253E+05;4.895459E-05
4.377609E+05;4.898015E-05
4.377965E+05;4.900570E-05
4.378321E+05;4.903126E-05
4.378677E+05;4.905681E-05
4.379389E+05;4.910791E-05
4.380101E+05;4.915902E-05
4.380457E+05;4.918457E-05
4.380813E+05;4.921013E-05
4.381169E+05;4.923568E-05
4.381525E+05;4.926123E-05
4.381881E+05;4.928678E-05
4.382237E+05;4.931233E-05
4.382593E+05;4.933789E-05
4.382948E+05;4.936337E-05
4.383325E+05;4.939043E-05
4.383701E+05;4.941742E-05
4.384078E+05;4.944448E-05
4.384454E+05;4.947147E-05
4.385207E+05;4.952551E-05
4.385959E+05;4.957949E-05
4.386712E+05;4.963354E-05
4.387465E+05;4.968759E-05
4.388218E+05;4.974164E-05
4.388970E+05;4.979561E-05
4.389723E+05;4.984966E-05
4.390476E+05;4.990371E-05
4.391229E+05;4.995776E-05
4.391982E+05;5.001181E-05
4.392735E+05;5.006586E-05
4.393488E+05;5.011991E-05
4.394993E+05;5.022793E-05
4.396499E+05;5.033603E-05
4.398004E+05;5.044406E-05
4.399510E+05;5.055215E-05
4.401015E+05;5.066018E-05
4.402726E+05;5.078300E-05
4.404437E+05;5.090580E-05
4.406148E+05;5.102861E-05
4.407859E+05;5.115143E-05
4.409570E+05;5.127424E-05
4.411281E+05;5.139705E-05
4.412992E+05;5.151986E-05
4.414703E+05;5.164268E-05
4.418125E+05;5.188830E-05
4.421547E+05;5.213392E-05
4.424969E+05;5.237955E-05
4.428390E+05;5.262510E-05
4.432770E+05;5.293948E-05
4.437150E+05;5.325387E-05
4.441530E+05;5.356826E-05
4.445910E+05;5.388264E-05
4.451385E+05;5.427563E-05
4.456860E+05;5.466861E-05
4.462335E+05;5.506159E-05
4.467810E+05;5.545458E-05
4.473285E+05;5.584756E-05
4.476023E+05;5.604409E-05
4.478760E+05;5.624055E-05
4.481498E+05;5.643707E-05
4.484235E+05;5.663353E-05
4.486973E+05;5.683006E-05
4.489710E+05;5.702651E-05
4.492174E+05;5.720337E-05
4.494638E+05;5.738023E-05
4.497102E+05;5.755709E-05
4.499565E+05;5.773388E-05
4.500797E+05;5.782231E-05
4.502029E+05;5.791074E-05
4.504493E+05;5.808761E-05
4.505725E+05;5.817603E-05
4.506957E+05;5.826447E-05
4.508189E+05;5.835290E-05
4.509420E+05;5.844125E-05
4.510242E+05;5.850025E-05
4.511063E+05;5.855918E-05
4.511884E+05;5.861812E-05
4.512705E+05;5.867704E-05
4.513527E+05;5.873605E-05
4.514348E+05;5.879497E-05
4.515169E+05;5.885391E-05
4.515990E+05;5.891283E-05
4.516742E+05;5.896681E-05
4.517493E+05;5.902071E-05
4.518244E+05;5.907462E-05
4.518995E+05;5.912852E-05
4.519747E+05;5.918250E-05
4.520498E+05;5.923641E-05
4.521249E+05;5.929031E-05
4.522000E+05;5.934422E-05
4.522883E+05;5.940760E-05
4.523765E+05;5.947090E-05
4.524648E+05;5.953428E-05
4.525530E+05;5.959760E-05
4.526413E+05;5.966098E-05
4.527295E+05;5.972428E-05
4.528178E+05;5.978766E-05
4.529060E+05;5.985097E-05
4.529874E+05;5.990940E-05
4.530688E+05;5.996783E-05
4.531502E+05;6.002625E-05
4.532315E+05;6.008460E-05
4.533573E+05;6.017490E-05
4.534831E+05;6.026520E-05
4.536089E+05;6.035549E-05
4.537347E+05;6.044579E-05
4.538605E+05;6.053609E-05
4.539863E+05;6.062639E-05
4.541121E+05;6.071669E-05
4.542378E+05;6.080691E-05
4.543132E+05;6.086103E-05
4.543886E+05;6.091514E-05
4.544640E+05;6.096927E-05
4.545393E+05;6.102332E-05
4.546147E+05;6.107744E-05
4.546900E+05;6.113149E-05
4.547277E+05;6.115854E-05
4.547654E+05;6.118560E-05
4.548031E+05;6.121267E-05
4.548407E+05;6.123965E-05
4.548784E+05;6.126672E-05
4.549161E+05;6.129378E-05
4.549538E+05;6.132083E-05
4.549914E+05;6.134782E-05
4.550291E+05;6.137488E-05
4.550480E+05;6.138845E-05
4.550668E+05;6.140194E-05
4.550857E+05;6.141551E-05
4.551045E+05;6.142900E-05
4.551233E+05;6.144250E-05
4.551421E+05;6.145599E-05
4.551576E+05;6.146712E-05
4.551730E+05;6.147817E-05
4.551885E+05;6.148930E-05
4.552039E+05;6.150035E-05
4.552194E+05;6.151148E-05
4.552348E+05;6.152253E-05
4.552657E+05;6.154471E-05
4.552966E+05;6.156689E-05
4.553275E+05;6.158907E-05
4.553584E+05;6.161125E-05
4.553739E+05;6.162237E-05
4.553893E+05;6.163343E-05
4.554080E+05;6.164685E-05
4.554268E+05;6.166034E-05
4.554423E+05;6.167147E-05
4.554578E+05;6.168260E-05
4.554887E+05;6.170477E-05
4.555197E+05;6.172703E-05
4.555506E+05;6.174921E-05
4.555816E+05;6.177146E-05
4.555971E+05;6.178258E-05
4.556125E+05;6.179364E-05
4.556280E+05;6.180476E-05
4.556434E+05;6.181582E-05
4.556589E+05;6.182694E-05
4.556743E+05;6.183799E-05
4.556943E+05;6.185235E-05
4.557143E+05;6.186671E-05
4.557343E+05;6.188106E-05
4.557542E+05;6.189534E-05
4.557742E+05;6.190970E-05
4.557942E+05;6.192406E-05
4.558142E+05;6.193841E-05
4.558341E+05;6.195270E-05
4.558741E+05;6.198141E-05
4.559140E+05;6.201004E-05
4.559540E+05;6.203876E-05
4.559939E+05;6.206740E-05
4.560321E+05;6.209481E-05
4.560702E+05;6.212216E-05
4.561083E+05;6.214951E-05
4.561464E+05;6.217686E-05
4.561846E+05;6.220428E-05
4.562227E+05;6.223162E-05
4.562989E+05;6.228632E-05
4.563752E+05;6.234109E-05
4.564514E+05;6.239578E-05
4.565277E+05;6.245055E-05
4.566039E+05;6.250524E-05
4.567129E+05;6.258348E-05
4.568218E+05;6.266164E-05
4.569308E+05;6.273988E-05
4.570397E+05;6.281805E-05
4.571487E+05;6.289629E-05
4.572576E+05;6.297445E-05
4.573666E+05;6.305269E-05
4.574755E+05;6.313086E-05
4.576934E+05;6.328726E-05
4.579113E+05;6.344367E-05
4.581292E+05;6.360007E-05
4.583470E+05;6.375640E-05
4.586376E+05;6.396499E-05
4.589281E+05;6.417350E-05
4.592186E+05;6.438202E-05
4.595091E+05;6.459053E-05
4.597996E+05;6.479904E-05
4.600901E+05;6.500756E-05
4.606711E+05;6.542459E-05
4.612522E+05;6.584169E-05
4.618332E+05;6.625872E-05
4.629952E+05;6.709277E-05
4.637942E+05;6.766628E-05
4.645931E+05;6.823971E-05
4.653920E+05;6.881315E-05
4.661909E+05;6.938658E-05
4.669899E+05;6.996008E-05
4.677888E+05;7.053352E-05
4.681883E+05;7.082027E-05
4.685877E+05;7.110695E-05
4.687875E+05;7.125036E-05
4.689872E+05;7.139370E-05
4.691869E+05;7.153704E-05
4.692868E+05;7.160875E-05
4.693866E+05;7.168038E-05
4.694665E+05;7.173773E-05
4.695464E+05;7.179508E-05
4.696263E+05;7.185243E-05
4.697062E+05;7.190979E-05
4.697861E+05;7.196713E-05
4.698261E+05;7.199585E-05
4.698660E+05;7.202449E-05
4.699060E+05;7.205320E-05
4.699459E+05;7.208184E-05
4.699858E+05;7.211048E-05
4.700257E+05;7.213911E-05
4.700530E+05;7.215871E-05
4.700802E+05;7.217823E-05
4.701075E+05;7.219783E-05
4.701347E+05;7.221735E-05
4.701620E+05;7.223695E-05
4.701756E+05;7.224671E-05
4.701892E+05;7.225647E-05
4.702028E+05;7.226623E-05
4.702164E+05;7.227599E-05
4.702300E+05;7.228576E-05
4.702436E+05;7.229552E-05
4.702564E+05;7.230471E-05
4.702691E+05;7.231382E-05
4.702818E+05;7.232294E-05
4.702945E+05;7.233205E-05
4.703009E+05;7.233665E-05
4.703072E+05;7.234117E-05
4.703136E+05;7.234576E-05
4.703199E+05;7.235029E-05
4.703263E+05;7.235488E-05
4.703326E+05;7.235940E-05
4.703390E+05;7.236400E-05
4.703453E+05;7.236852E-05
4.703522E+05;7.237347E-05
4.703556E+05;7.237591E-05
4.703590E+05;7.237835E-05
4.703624E+05;7.238079E-05
4.703658E+05;7.238323E-05
4.703692E+05;7.238567E-05
4.703726E+05;7.238811E-05
4.703760E+05;7.239055E-05
4.703794E+05;7.239299E-05
4.703828E+05;7.239543E-05
4.703862E+05;7.239787E-05
